restuarant_name,number_of_reviews,food_overall_rating,service_overall_rating,ambiance_overall_rating,overall_rating,noise_level,one_star_percent,two_star_percent,three_star_percent,four_star_percent,five_star_percent,loved_for_array,filters_array
Kub Group,89,2.26,2.46,0.61,0.44,moderate,0.03282595806050964,0.001510383228529516,0.06865376445000593,0.10004186372594093,0.6575592909572288,"{true,false,true,true}","{true,true,true,true}"
"Keeling, Ledner and Ullrich",80,0.62,3.49,2.23,3.90,quiet,0.046918011872891754,0.11798429221264072,0.27092160625385353,0.2685463663720599,0.250160647749716,"{false,true,false,false}","{true,true,true,true}"
"Jacobson, Jerde and Schaden",390,4.83,4.59,2.63,0.69,quiet,0.023088383105590565,0.23609129912431998,0.17571613125994065,0.16912191232164023,0.3784093870619767,"{true,true,false,false}","{true,true,true,true}"
Lesch and Sons,189,2.35,1.33,1.57,1.78,moderate,0.04276649258227325,0.2374928831473988,0.21073836218881004,0.2206263751521496,0.10933698958835869,"{false,true,true,false}","{false,false,false,false}"
Hoeger Inc,389,0.94,0.72,4.46,3.69,quiet,0.369283264386778,0.04101478629920992,0.27182807352633903,0.03965627849075299,0.2481004570287222,"{true,false,true,false}","{true,false,false,false}"
"Windler, Stokes and Krajcik",219,0.51,1.06,2.37,3.74,do not recall,0.01237597677702651,0.035351375848389224,0.3573544488253878,0.15656091208343798,0.4260445327668787,"{true,true,true,false}","{true,false,true,true}"
Bernhard - Bayer,207,3.38,0.66,0.05,2.35,quiet,0.007449663826124148,0.038127161696644096,0.11368827069518835,0.14564267750195833,0.6860498369035009,"{true,true,false,false}","{false,true,false,false}"
Simonis and Sons,395,3.28,1.64,0.23,2.89,do not recall,0.13457217905389166,0.12798850703004772,0.054620495848231,0.2612652624868395,0.3787509659012662,"{true,true,true,true}","{false,false,true,false}"
Grimes and Sons,143,1.99,4.41,2.97,2.11,quiet,0.023478164038973594,0.030187572195340656,0.34150039618150235,0.06058329150474737,0.5275539923779695,"{false,true,true,false}","{false,false,true,false}"
Mills Group,311,2.90,0.13,1.63,4.42,do not recall,0.34522645585206013,0.20054557886182134,0.005215833270809046,0.027000886443204905,0.3945191444971967,"{false,true,false,false}","{false,false,false,false}"
"Reinger, Grady and Considine",2,2.95,1.50,0.84,3.01,moderate,0.00039063201794985815,0.0004582657959280386,0.06758647673502674,0.07987901643255867,0.8516352492045436,"{false,false,true,true}","{true,true,false,true}"
Marquardt - Hilll,280,0.25,4.84,4.72,3.83,energetic,0.0015000138443929925,0.009520714139664635,0.0001053514400507566,0.07308516584749702,0.9147925690361622,"{true,false,true,true}","{false,false,false,true}"
Kemmer LLC,351,2.51,0.01,4.17,3.12,quiet,0.004034175052162789,0.012618103703112596,0.06210338949201397,0.04219811804563405,0.8776240199284953,"{false,true,false,true}","{true,false,true,false}"
"Kerluke, Jacobson and Hickle",283,3.43,0.65,0.23,1.25,quiet,0.0036188898134972276,0.1027625467032182,0.11414099979427479,0.7322728471457126,0.04301285263215737,"{true,true,true,false}","{true,true,true,true}"
"Borer, Brakus and Gaylord",186,0.50,0.11,4.59,0.46,energetic,0.000052820959544085775,0.00013755762683617784,0.034809834016400865,0.015121896649660427,0.9494280133648108,"{true,true,false,false}","{false,true,false,false}"
"Davis, Vandervort and Veum",208,1.86,0.54,1.08,4.45,quiet,0.005314245283043314,0.12813029280430882,0.04372701042980873,0.4346798861955506,0.3605428000015616,"{false,true,false,true}","{true,true,false,false}"
"Wehner, Goyette and McCullough",144,0.69,3.63,2.77,1.83,do not recall,0.004132509459473296,0.03368693416980307,0.1449417530857322,0.46876104259520246,0.3443514430175745,"{false,false,true,true}","{false,true,true,true}"
Dare and Sons,172,3.11,2.59,3.26,4.03,do not recall,0.002754707326910174,0.02055590053284539,0.06357529484638533,0.32264807208050766,0.5794458284324899,"{true,false,true,true}","{true,false,false,false}"
Ratke Group,366,3.18,2.30,4.94,1.04,do not recall,0.009241281352137963,0.08661845005811229,0.15745382118998252,0.519617332998288,0.20415352269704368,"{false,true,false,true}","{true,true,false,true}"
"Weber, Anderson and Little",107,3.46,3.93,2.85,1.40,moderate,0.14233762985423953,0.016730894879908982,0.1915118335505572,0.1308806768390699,0.48114965785126484,"{false,false,true,true}","{false,true,true,false}"
Gusikowski - Heathcote,334,0.82,4.92,2.08,0.36,energetic,0.003806092142276089,0.02638719366555006,0.021365093857993473,0.31816964611082565,0.6300046191706543,"{false,true,false,true}","{true,true,true,true}"
"Dach, Mosciski and Feest",90,2.05,1.14,0.79,3.09,do not recall,0.09493350139073638,0.03589554965080904,0.11612079072328343,0.046811105613916645,0.6141502774959731,"{true,true,true,false}","{false,false,true,true}"
"MacGyver, Roberts and Spencer",264,0.22,0.03,2.11,1.18,energetic,0.06923881671945839,0.4652744061379489,0.06904895779301601,0.24190350466111568,0.11909115802215609,"{true,true,false,true}","{true,false,true,true}"
Zulauf - Hand,365,1.17,3.38,3.22,1.90,quiet,0.0005579477069476801,0.014142638374887606,0.28968340691005845,0.07066587882637568,0.6128273655906897,"{true,true,false,true}","{false,false,true,true}"
Pfeffer and Sons,47,0.15,1.48,2.95,1.89,quiet,0.0003574133079870224,0.41378791246827845,0.016319641808076397,0.23005161217910974,0.021208239742698476,"{true,true,true,true}","{false,false,true,false}"
Buckridge - Emard,203,2.40,3.58,2.21,4.50,energetic,0.0000010877887802874687,0.0012174802265089205,0.004224978396755996,0.004066975172479208,0.9904776302186467,"{false,true,false,false}","{false,true,true,true}"
Koelpin - Schoen,253,3.67,0.19,2.37,3.84,moderate,0.0001093842157459758,0.008609677808196936,0.11123628674689001,0.14312398104837765,0.6898015604388272,"{false,false,false,true}","{false,true,false,true}"
Jaskolski - Hermiston,85,4.23,3.82,0.39,1.07,do not recall,0.013836196507518432,0.0036427759021994076,0.3167008618182581,0.24852676289581402,0.4063795286357288,"{false,false,true,true}","{true,false,true,true}"
"Adams, Runolfsdottir and Hamill",62,1.91,4.03,1.90,4.55,moderate,0.042014205157968186,0.05774709906077557,0.18869720784288058,0.24213960955557037,0.37937504226817875,"{false,false,false,true}","{false,true,false,true}"
Zieme - O'Conner,229,1.08,4.48,2.53,3.53,quiet,0.0011269241933708895,0.0037214909332650013,0.012924046789055777,0.07815560079724373,0.902976445526124,"{false,true,true,false}","{false,false,false,true}"
Douglas - Hegmann,380,2.30,4.20,0.93,1.13,quiet,0.03025558063132849,0.09005634118564859,0.1861416704256539,0.11913071180198774,0.5654402277225146,"{true,true,false,false}","{false,true,true,false}"
Collins LLC,96,0.29,2.00,4.01,4.34,energetic,0.07975287242826803,0.06246856280262768,0.08201199470360254,0.5775253521411108,0.16952947308087563,"{false,false,false,false}","{false,false,true,true}"
Ratke LLC,140,4.46,0.45,1.83,3.11,moderate,0.04045649098492988,0.0541265015281093,0.6124071611071454,0.19766443775774353,0.04540870546683684,"{true,true,true,true}","{false,true,true,false}"
Bartoletti and Sons,334,0.19,1.19,3.17,0.22,quiet,0.05105793305168497,0.33885310101388094,0.1783935656781533,0.1436340862181407,0.23103617859846648,"{false,false,false,true}","{false,false,false,false}"
Labadie Group,344,1.37,3.67,3.43,1.74,do not recall,0.0005093939982417822,0.027424508616429352,0.00832623561096931,0.42494991800317145,0.530440457086286,"{false,false,true,true}","{true,false,true,false}"
Wuckert - Hartmann,330,3.43,1.53,0.27,2.04,quiet,0.016870875956778532,0.022782731045819137,0.10072549088990046,0.3158403834174384,0.53735120218166,"{true,true,true,false}","{false,false,true,false}"
Schaden - Deckow,276,3.58,4.13,2.13,4.50,energetic,0.011872975750547729,0.10803855220099151,0.05876126756894665,0.21547676479993674,0.6010532307233287,"{true,false,true,true}","{false,false,true,true}"
Gottlieb - Harvey,167,2.52,1.64,4.17,4.85,energetic,0.031114859184619995,0.008547631150240249,0.35177010033428063,0.33688491500276163,0.2595364127551236,"{false,false,false,true}","{true,true,true,false}"
Jenkins and Sons,17,2.09,0.18,2.01,2.70,do not recall,0.04407854980961399,0.07436206973478938,0.08128739467473428,0.35495995189369256,0.4111790467169385,"{true,true,false,true}","{true,true,false,true}"
Bartell Group,77,0.82,2.31,1.90,4.31,energetic,0.0032160339420785732,0.027774269502350256,0.01397032604318404,0.29546575463342306,0.6545617802558268,"{true,false,false,true}","{false,false,false,true}"
Hilll - Waelchi,176,0.20,2.93,1.17,0.44,quiet,0.023876451045636626,0.01697829699308423,0.04329053028185745,0.07183165599966795,0.5962382748455382,"{false,true,true,true}","{true,false,true,false}"
O'Kon LLC,328,0.78,2.02,3.34,0.79,energetic,0.039103071098383936,0.03922522054855326,0.04711958866506516,0.8415133668042675,0.0326961005951123,"{true,true,false,true}","{true,false,false,false}"
Feeney - Mraz,339,4.33,1.83,0.26,4.84,do not recall,0.03046448939774981,0.05890913524274987,0.14786579290270593,0.3797295281569083,0.31556605952792327,"{true,false,true,true}","{true,true,false,false}"
Bernhard Inc,351,4.11,4.38,3.42,4.39,energetic,0.000015761171216335472,0.06063743304590955,0.24532217697928244,0.46706398517488035,0.15810812367593474,"{true,false,true,true}","{true,true,false,false}"
"Lang, Hackett and Cremin",4,4.45,4.28,0.45,2.44,moderate,0.03315873603268762,0.11967236348251281,0.017708266815104737,0.18013423089866748,0.646637994256491,"{true,false,true,false}","{false,true,true,true}"
Legros Inc,345,2.60,3.78,3.29,1.93,moderate,0.0278370031408225,0.0010572851636909044,0.13458182319045087,0.032480333222524985,0.796167650428641,"{false,true,true,false}","{false,false,false,false}"
Schaden - Morar,346,2.79,2.98,4.30,4.59,do not recall,0.0017647066879994885,0.018738575984656294,0.020296719881798937,0.08002204300631326,0.8700648138070599,"{true,true,false,true}","{true,false,true,false}"
Stokes - Larson,35,4.17,3.94,3.38,0.20,energetic,0.15278991843620154,0.14804710711009653,0.06978540221069493,0.16064511898262057,0.4111549704036419,"{true,true,false,false}","{false,true,true,true}"
"Fisher, Grimes and Beahan",310,0.24,4.42,4.56,3.17,quiet,0.002124244068184591,0.08826650734489074,0.12180954446258402,0.4274172971179504,0.3589656851265155,"{true,false,false,false}","{true,false,true,true}"
"Fritsch, Little and Anderson",291,2.64,3.45,3.52,4.56,quiet,0.007691459528397553,0.0119718312519667,0.06387699886592642,0.0042885797411060375,0.9118169381955286,"{false,true,false,false}","{false,true,false,false}"
Krajcik LLC,94,4.06,0.46,2.63,3.37,do not recall,0.0011061417621269166,0.00010996191081711722,0.21610251998725263,0.2739291213264639,0.508408975245727,"{false,false,false,false}","{true,false,false,false}"
Kessler - Trantow,18,1.90,1.44,4.37,0.64,quiet,0.0035938892314311883,0.015518901968287254,0.07602808518755248,0.16480321449570726,0.6702987931197364,"{true,false,true,false}","{true,false,false,true}"
Skiles - Russel,361,4.81,4.18,3.90,4.53,energetic,0.009532110163993383,0.02050308327150045,0.07557530405706248,0.2328512066208283,0.6318537955168364,"{false,true,false,true}","{true,true,true,true}"
"Reynolds, Lehner and Russel",365,1.49,2.06,2.76,1.29,moderate,0.01177649198720029,0.0003688064015432331,0.020102892552217824,0.00495835818560762,0.9600703152625332,"{false,true,false,true}","{true,false,true,true}"
"Kling, Bernhard and Dach",165,1.52,4.45,0.93,3.77,quiet,0.008556898047366732,0.0014244564309017086,0.0383401589848507,0.0007893263889834136,0.9433373880694551,"{false,true,false,false}","{true,false,true,true}"
"Hessel, Considine and Crona",321,2.67,0.99,4.88,2.99,energetic,0.011817733301341764,0.08296714468914818,0.07441748981469701,0.39069853211657335,0.3759037709155144,"{true,false,true,true}","{true,true,true,false}"
Keeling and Sons,53,1.36,3.83,1.43,1.54,moderate,0.0005753054294015383,0.038091201806695583,0.15850021019259877,0.27411457418873175,0.527587731027735,"{false,true,false,true}","{true,true,false,false}"
"Roberts, Cronin and Marks",363,3.03,1.16,2.12,3.04,quiet,0.008860369030673792,0.06239863616589132,0.02128242955279289,0.14478716677494893,0.7140207160385745,"{true,false,false,true}","{true,true,true,true}"
"Wyman, Sporer and Cremin",324,1.34,0.33,1.02,3.57,do not recall,0.0007381092756654288,0.014680410794976999,0.0499479834375204,0.16050231669146767,0.7702801634942387,"{false,true,false,true}","{false,true,true,true}"
Erdman Inc,226,0.61,0.13,3.30,0.07,moderate,0.20846235329938398,0.03658021345456581,0.3886980286575523,0.004402941783970527,0.3158921439008304,"{true,true,false,true}","{true,true,false,false}"
MacGyver - Kilback,241,0.30,4.52,1.89,4.25,do not recall,0.007150312974979414,0.011992567627001412,0.001226129741249169,0.40212044991328205,0.5632387684071383,"{false,true,false,true}","{false,false,false,false}"
"Bergnaum, Collier and Price",306,3.60,1.75,1.71,1.97,do not recall,0.027329655549695547,0.04266978704781706,0.026826023419687397,0.01974179125982355,0.8596378800949898,"{false,true,true,true}","{false,true,false,false}"
"Morar, Dare and Yundt",141,1.60,4.49,1.04,4.21,energetic,0.0016499332195089452,0.486440754041976,0.34999103591818076,0.06209999560586866,0.0854156857660282,"{true,false,false,true}","{false,true,true,false}"
Lang LLC,383,3.39,3.97,3.64,3.05,energetic,0.0009317764547699754,0.01559771402827266,0.00007649151042072712,0.051343861500444246,0.931616635574942,"{false,false,false,false}","{true,true,true,true}"
O'Reilly Group,302,0.65,3.51,3.95,1.54,moderate,0.07339293131680637,0.09392298947643189,0.00307848410653122,0.3487658150423708,0.35969834796890443,"{true,false,false,false}","{true,false,true,true}"
"Cormier, Pfannerstill and Swaniawski",46,2.27,0.80,4.58,3.80,quiet,0.008544214746958151,0.05516418640673864,0.016605079230918817,0.04212974916391353,0.7388244975650622,"{false,true,true,true}","{true,true,false,false}"
Crona - Harris,41,2.79,1.59,1.71,1.23,energetic,0.013690684140413087,0.04474613041948307,0.2029157713335231,0.6469167375369639,0.06288064507255364,"{false,true,false,false}","{true,true,true,true}"
Rempel Group,167,3.97,3.73,3.94,1.57,moderate,0.012689782925912302,0.047648516319273256,0.021609166829486156,0.1834782510252274,0.7320462980616222,"{true,false,false,false}","{true,false,true,false}"
Ziemann - Bailey,123,3.40,4.57,4.64,2.92,quiet,0.0006677357022595421,0.00436380981343879,0.0000763988716970116,0.27265543622721367,0.7206551589651882,"{false,true,false,false}","{false,false,true,true}"
Treutel - Murazik,299,2.63,0.86,1.52,3.78,do not recall,0.027899969578960838,0.001641198078644699,0.011585195871322394,0.6256091479006769,0.32557057669173783,"{false,false,true,true}","{false,true,false,false}"
"White, Kessler and Schmitt",154,2.08,2.39,0.63,3.02,moderate,0.012497717373186322,0.03664454771937073,0.12515212006925097,0.22014549747851364,0.605147059891032,"{false,true,true,true}","{false,true,true,true}"
Bashirian and Sons,215,0.29,0.09,3.44,0.61,moderate,0.023529210494829835,0.000930955030016001,0.06256388048577613,0.3269322210398334,0.5849437076502908,"{true,false,false,true}","{true,false,false,false}"
"Gaylord, Heidenreich and Beahan",322,2.21,2.14,2.63,3.36,moderate,0.0004333458753211603,0.0012540154175707313,0.00011142853873278945,0.4204072287118974,0.5775961642455198,"{true,true,true,true}","{true,false,true,false}"
"Rowe, Jacobson and Bode",159,0.53,0.35,1.10,2.97,energetic,0.0005711939034303654,0.004775433218286183,0.005221634747356783,0.019209900680445,0.9687947026580892,"{true,false,false,false}","{true,true,true,false}"
Reichert LLC,40,0.19,0.64,2.55,0.82,quiet,0.0000066091979783496555,0.0000029903337746738366,0.05333781515377786,0.6781315507302257,0.26851829817775075,"{false,false,false,false}","{true,true,true,true}"
Goyette Inc,231,4.21,0.78,2.57,2.69,do not recall,0.16215629967434764,0.022889388306508923,0.49407601233874027,0.07255528944207258,0.1754922058166668,"{false,true,false,true}","{false,true,true,true}"
"Lang, Lueilwitz and Quigley",368,0.68,1.14,3.38,3.88,moderate,0.019005758958601977,0.12655185860721685,0.003824835233209645,0.09791834613061354,0.7493349131386624,"{false,false,true,false}","{false,false,true,true}"
"Durgan, Baumbach and Mertz",256,1.19,2.03,1.37,4.80,quiet,0.011265453882060439,0.09510374198074088,0.2615819827956011,0.014936035395911377,0.5268815025160738,"{true,true,true,true}","{true,true,true,false}"
Leannon LLC,15,0.78,0.19,2.55,3.54,energetic,0.0001123787541614726,0.0007351485444848785,0.061519801463776294,0.39277769772486676,0.5447109969610995,"{false,true,false,false}","{false,true,false,false}"
Upton - Jakubowski,329,3.27,1.28,4.34,1.59,moderate,0.0043266632385692855,0.20212238855861675,0.12939539597460495,0.3892566897634171,0.2723029228990097,"{true,true,false,true}","{false,false,true,false}"
Satterfield LLC,127,4.06,1.54,0.28,1.63,moderate,0.00033676973387849357,0.06223604240268394,0.052163957802865556,0.10488768117572675,0.7725962262140449,"{true,true,false,false}","{false,true,true,true}"
Berge Group,182,1.65,0.78,4.35,4.73,quiet,0.15349486360751943,0.113021272567032,0.21067024826928443,0.2285592439230164,0.27998808547860143,"{true,true,true,true}","{true,false,true,false}"
MacGyver and Sons,345,2.70,1.03,4.40,2.54,energetic,0.016614291624271114,0.10070798054231549,0.027756108090680513,0.11713251620064985,0.7259956653590769,"{false,false,true,false}","{false,true,false,true}"
"Dooley, Glover and Davis",312,0.63,1.54,4.55,4.55,energetic,0.0003609011265276551,0.00003498390814962124,0.0052466526988904725,0.016423081164238282,0.9771548891171751,"{true,false,true,true}","{false,true,false,true}"
Pfannerstill Group,263,0.42,0.30,4.87,4.76,energetic,0.08647337398997376,0.14937506313160584,0.28533564065311584,0.12992571921481458,0.17691696949958158,"{true,false,false,true}","{true,true,true,true}"
Ziemann - Dietrich,117,0.37,0.67,3.50,2.55,quiet,0.010436130871069553,0.09137420403722585,0.29239831942707223,0.08778758635990708,0.4109513075314435,"{true,false,true,true}","{true,false,false,true}"
Terry and Sons,148,0.47,0.24,0.18,0.22,energetic,0.01028630136078573,0.003081719392792272,0.1038040278582209,0.28888934432889735,0.5392531915158247,"{true,true,true,true}","{false,false,true,false}"
Greenholt Group,296,1.63,4.04,1.34,2.30,moderate,0.034364212592642635,0.038465399096112095,0.31193549232111134,0.2294719809207122,0.3714300411580076,"{true,true,true,true}","{true,true,false,false}"
Fritsch - Botsford,386,4.52,4.34,0.75,4.44,quiet,0.005399634809656257,0.04425900586788165,0.15208074436740004,0.03408746126573033,0.7638121582489739,"{false,false,true,false}","{true,false,true,false}"
Kerluke - Miller,265,4.23,3.01,0.89,4.84,quiet,0.06803127398784029,0.10233224417966424,0.34657796937451957,0.038591717860792574,0.37757388010490534,"{true,false,false,true}","{false,true,false,false}"
Bailey and Sons,208,3.35,0.31,1.79,3.89,energetic,0.0000025841400185741135,0.004468975741932012,0.003348360024332045,0.006467175313518933,0.9857125456434619,"{true,false,false,false}","{true,false,false,false}"
"Brown, Sawayn and Lowe",390,1.74,3.26,2.61,4.69,energetic,0.0008226237048752442,0.0056657836860040806,0.015009419592216161,0.001354852326376278,0.9326117370255917,"{false,false,true,true}","{true,true,false,false}"
Waelchi Inc,379,1.65,1.29,2.52,0.84,do not recall,0.0024282459234293554,0.0042683710181280745,0.010958205105826234,0.9752766561030535,0.005973609542695435,"{false,false,true,false}","{false,true,false,false}"
McDermott LLC,72,0.07,3.25,3.43,3.55,do not recall,0.014301970466070886,0.009228596950784195,0.03895566669666088,0.042691355495310467,0.8942101035692049,"{true,true,false,false}","{false,false,false,false}"
Ruecker - Hansen,115,1.99,2.66,3.10,3.90,quiet,0.00022987011289266797,0.0015406921068565663,0.0025518678038668986,0.026957409598102874,0.9668385597924398,"{false,false,false,true}","{true,true,false,false}"
Feeney - Berge,161,0.71,3.30,1.40,3.91,do not recall,0.02606226518023131,0.03672778273540498,0.015376880857218427,0.23496538060569347,0.5912890833018418,"{false,true,false,false}","{true,false,true,false}"
"Farrell, Pfeffer and Heathcote",102,0.27,3.90,3.27,3.09,energetic,0.0027125285172881564,0.03761875162542584,0.34825748679630286,0.2145905167586861,0.3916024041730044,"{true,false,false,false}","{false,true,false,true}"
Denesik Inc,104,2.12,1.20,0.19,2.04,energetic,0.00010288781919990797,0.015084640031529928,0.0002446855445695197,0.5039531268345776,0.48035101405439806,"{false,true,false,false}","{false,false,false,true}"
Schamberger LLC,96,3.61,2.05,1.71,2.89,quiet,0.0018766739522696353,0.002959295691053911,0.0016465634852221671,0.004168071335320165,0.9873443453567208,"{false,false,true,false}","{false,true,true,false}"
"Pfannerstill, McLaughlin and Rath",66,1.84,2.41,2.98,4.26,quiet,0.03672763218804098,0.028771294893983668,0.24861175154670748,0.1632998670001568,0.49968373513359055,"{false,false,false,true}","{false,false,false,false}"
Koss - Turner,348,3.76,1.83,3.56,4.40,moderate,0.03911355289897034,0.05231585465098343,0.0063850954243329,0.8147958279001571,0.06346329292177177,"{false,false,true,true}","{false,false,false,true}"
Rippin Group,314,1.26,0.90,4.33,0.44,quiet,0.06935489648066105,0.045158323869642275,0.58896135359865,0.12606622260374967,0.13266499630036677,"{true,false,true,true}","{false,false,false,false}"
"Wyman, Kohler and Spinka",116,2.23,2.18,4.48,1.50,do not recall,0.0012840090823481433,0.006602064188916023,0.08702655055631092,0.8515123236453375,0.05356440578879651,"{false,true,true,true}","{false,false,true,false}"
"McLaughlin, Schmitt and Bosco",363,0.26,0.27,1.55,3.09,moderate,0.001266235031723766,0.014081688227879257,0.08421466293017185,0.6015189169960291,0.29739228950077834,"{true,true,true,false}","{true,false,false,true}"
Parker - Bins,45,2.03,1.05,2.23,3.41,do not recall,0.32982542010798427,0.014621071980506292,0.08610822662179522,0.42451555753988773,0.066384358134711,"{true,true,true,false}","{false,true,false,true}"
"Collins, Toy and Fay",314,0.55,4.67,4.84,1.36,quiet,0.016716764736918906,0.0549130559806366,0.4416487723579855,0.20709979685370278,0.11821115858835873,"{false,false,false,true}","{true,false,false,true}"
Sporer Group,203,2.53,2.29,3.46,2.42,energetic,0.001618424620827327,0.010765434537430174,0.06544919761158048,0.4005396809382382,0.5191968426460698,"{true,false,false,false}","{false,true,false,false}"
Huels and Sons,91,4.11,1.21,2.11,2.64,moderate,0.0028973459843581366,0.004347714920659391,0.09126359305555146,0.46897187753165437,0.41076704206534864,"{false,false,true,false}","{true,false,false,false}"
Lindgren Group,35,4.44,3.87,2.60,3.46,energetic,0.0017195007943856357,0.002216162199239889,0.001121213093703081,0.03511334771706071,0.9584917981970222,"{true,false,false,true}","{true,false,true,false}"
Koelpin - Mills,203,4.34,4.05,5.00,3.84,do not recall,0.005699034914189625,0.0038002430783905345,0.008354073635860998,0.131033240450393,0.8004585010892276,"{false,false,false,true}","{false,false,false,true}"
Nienow - Hintz,66,4.70,2.27,4.58,0.19,energetic,0.029191924346179995,0.03718869332622851,0.061143650551004264,0.018325417994806033,0.838242043966074,"{false,false,true,true}","{true,false,false,true}"
Adams - Hessel,349,4.32,3.18,0.16,1.75,quiet,0.07550937854965717,0.14393788234061453,0.2670656076651813,0.24392745931964685,0.17700275652223607,"{false,false,false,false}","{true,false,false,true}"
Wilderman - Schaefer,321,4.90,3.69,3.92,1.92,energetic,0.019931541408584882,0.0006241579201373484,0.14279227049947046,0.2556537506353981,0.5722419201236641,"{true,true,true,true}","{false,false,true,true}"
"Padberg, Koepp and Langworth",46,4.04,1.31,1.13,1.24,moderate,0.02013671213295403,0.025396821571237096,0.10471415175310643,0.16822349681239515,0.6522962975119384,"{true,false,true,true}","{true,false,true,true}"
Lueilwitz Group,313,0.91,2.64,4.74,2.36,do not recall,0.02662653318507179,0.00197779578383058,0.03961226741186815,0.06371131303417792,0.8646163568973975,"{false,false,false,false}","{false,true,false,true}"
Kuhic LLC,146,0.41,2.99,4.24,4.36,do not recall,0.044320648414476076,0.08639019965868457,0.06948531199602724,0.2403844472360496,0.527433013583271,"{true,true,true,true}","{true,false,true,false}"
Cole - Ernser,333,3.95,2.70,3.62,1.73,moderate,0.00022519057173992564,0.0005181164253413947,0.08621019161170475,0.8924738534946569,0.019885451638436802,"{false,true,true,false}","{true,true,false,false}"
Will - Cummerata,273,1.32,1.73,1.88,3.74,energetic,0.0149201262823499,0.023282377812902842,0.13407827540517658,0.05162510078765931,0.7670230754012501,"{true,true,true,false}","{true,true,true,true}"
Medhurst LLC,116,3.66,3.14,0.16,4.55,energetic,0.00787071482458248,0.5383569814326999,0.0481600561768679,0.1915551925274939,0.14094023952015622,"{false,true,true,false}","{true,true,false,false}"
Heaney and Sons,116,0.81,0.33,2.02,4.42,do not recall,0.0016883047248674448,0.023665152762819275,0.06119559446201,0.060324888988698554,0.8482869187679505,"{true,false,true,true}","{false,true,true,true}"
"Schiller, Nitzsche and Leffler",360,3.93,4.95,2.83,3.35,quiet,0.017753134664978767,0.03152280251482322,0.06663801466965516,0.198978208741141,0.6422198951765072,"{false,false,false,true}","{false,false,false,true}"
Labadie LLC,364,4.87,2.76,3.21,0.41,do not recall,0.03043433908072035,0.23064877362702127,0.14535271284953918,0.2923568939520565,0.29982325267672394,"{true,true,true,true}","{true,false,false,true}"
Strosin - Berge,230,4.74,2.04,0.94,2.49,moderate,0.18812616052761716,0.3069100222052259,0.05228968110270177,0.33046155956843054,0.12003069196113603,"{true,true,false,false}","{true,true,true,true}"
Wintheiser - Blick,354,0.41,4.05,1.33,1.90,do not recall,0.004800815578886104,0.006002459006560566,0.017255139670532244,0.30782009589164344,0.663357625567587,"{false,true,false,true}","{false,true,true,false}"
Paucek Group,196,4.85,0.90,1.12,0.47,do not recall,0.02627298182853591,0.001895439194787149,0.08741716864016841,0.24869113547842223,0.5543989506477667,"{true,true,true,true}","{true,false,true,true}"
Murazik Inc,3,0.37,2.27,2.13,3.41,energetic,0.0040322491601768665,0.005175342590788961,0.016589399192450283,0.08177948435220159,0.8911536949771564,"{false,false,true,false}","{false,false,true,true}"
Sauer - Pollich,327,4.11,2.68,3.13,1.87,quiet,0.16313162483673344,0.007567219502944605,0.09999722836662206,0.36754284121397196,0.23417615360153454,"{true,false,false,false}","{false,false,false,true}"
Hamill LLC,220,1.31,3.73,0.91,3.15,do not recall,0.007903962627934436,0.08515915311729198,0.19562725981906512,0.3052503218212173,0.21044369968974075,"{true,true,true,false}","{true,false,false,false}"
"Purdy, Rippin and O'Reilly",217,0.48,3.68,1.55,0.11,moderate,0.01345274160422218,0.018761489112151062,0.010486862061421335,0.030324037473825623,0.9186130291603669,"{true,true,true,false}","{true,true,false,false}"
"Gorczany, Wyman and Boyer",169,3.82,1.96,0.07,2.72,energetic,0.12707572860915034,0.014870302593965747,0.3783699268642095,0.3334914426489408,0.07549982339856443,"{true,true,true,true}","{false,true,false,true}"
"Rippin, Bahringer and Schmidt",178,1.43,4.79,3.53,3.65,moderate,0.005114791197279207,0.0024128988499391947,0.6004295723188106,0.0010903786114666147,0.36538754169920473,"{true,false,false,false}","{true,true,true,true}"
"Rohan, Rutherford and Robel",81,1.75,3.87,4.90,4.60,energetic,0.000009906210614385032,0.0034094790476940223,0.007065999455353364,0.09881118653265214,0.8905891534607642,"{true,false,true,true}","{false,false,true,true}"
Denesik - Walker,355,4.07,1.25,1.65,1.86,quiet,0.0007536585983324028,0.0108744710053393,0.21177787621916444,0.21299413631301364,0.5454423569098903,"{true,true,true,true}","{false,false,true,false}"
Jakubowski - Satterfield,82,2.42,2.24,2.38,4.14,energetic,0.015093195994532902,0.3363571129877208,0.132571355116146,0.3011010078917205,0.15929542022235266,"{false,false,false,false}","{true,true,false,false}"
Williamson and Sons,238,2.56,4.53,1.16,3.16,energetic,0.10094412163800955,0.11135678059919948,0.07531719620776985,0.05516026738015302,0.5733428415820077,"{true,true,true,false}","{true,false,true,false}"
Trantow and Sons,252,2.97,2.50,3.60,4.37,energetic,0.013525993605702025,0.008101527118471466,0.026788446618199475,0.19356213037376438,0.7445167434249595,"{true,false,true,false}","{false,true,false,true}"
"Armstrong, Schimmel and Padberg",148,2.60,3.07,3.70,0.96,do not recall,0.0527690066034331,0.02722983512664106,0.049031525859290666,0.1363684504559121,0.7000047782168921,"{false,false,true,false}","{false,false,false,true}"
